ControllerAgent_MissReward vs TotalAgent_Origin,,,,,,
열1,열2,열3,열4,공격 수,열6,열7
704,TestTotalAgent_Origin(Clone),0,1,13,4,1
705,TestControllerAgent_MissReward(Clone),1,4,7,0,0
705,TestTotalAgent_Origin(Clone),0,0,10,4,1
706,TestControllerAgent_MissReward(Clone),1,4,15,0,0
706,TestTotalAgent_Origin(Clone),0,0,19,4,1
707,TestControllerAgent_MissReward(Clone),1,4,21,0,0
707,TestTotalAgent_Origin(Clone),0,0,24,4,1
708,TestControllerAgent_MissReward(Clone),1,4,22,2,0
708,TestTotalAgent_Origin(Clone),0,2,23,4,1
709,TestControllerAgent_MissReward(Clone),1,4,6,0,0
709,TestTotalAgent_Origin(Clone),0,0,9,4,1
710,TestControllerAgent_MissReward(Clone),1,4,10,0,0
710,TestTotalAgent_Origin(Clone),0,0,14,4,1
711,TestControllerAgent_MissReward(Clone),1,4,8,0,0
711,TestTotalAgent_Origin(Clone),0,0,11,4,1
712,TestControllerAgent_MissReward(Clone),0,1,23,4,1
712,TestTotalAgent_Origin(Clone),1,4,21,1,0
713,TestControllerAgent_MissReward(Clone),1,4,33,2,0
713,TestTotalAgent_Origin(Clone),0,2,39,4,1
714,TestControllerAgent_MissReward(Clone),1,4,8,0,0
714,TestTotalAgent_Origin(Clone),0,0,12,4,1
715,TestControllerAgent_MissReward(Clone),1,4,5,1,0
715,TestTotalAgent_Origin(Clone),0,1,8,4,1
716,TestControllerAgent_MissReward(Clone),1,4,10,0,0
716,TestTotalAgent_Origin(Clone),0,0,13,4,1
717,TestControllerAgent_MissReward(Clone),1,4,11,3,0
717,TestTotalAgent_Origin(Clone),0,3,11,4,1
718,TestControllerAgent_MissReward(Clone),1,4,9,0,0
718,TestTotalAgent_Origin(Clone),0,0,13,4,1
719,TestControllerAgent_MissReward(Clone),0,0,18,4,1
719,TestTotalAgent_Origin(Clone),1,4,14,0,0
720,TestControllerAgent_MissReward(Clone),1,4,9,1,0
720,TestTotalAgent_Origin(Clone),0,1,11,4,1
721,TestControllerAgent_MissReward(Clone),1,4,16,1,0
721,TestTotalAgent_Origin(Clone),0,1,18,4,1
722,TestControllerAgent_MissReward(Clone),1,4,8,0,0
722,TestTotalAgent_Origin(Clone),0,0,11,4,1
723,TestControllerAgent_MissReward(Clone),0,1,34,4,1
723,TestTotalAgent_Origin(Clone),1,4,41,1,0
724,TestControllerAgent_MissReward(Clone),1,4,9,0,0
724,TestTotalAgent_Origin(Clone),0,0,12,4,1
725,TestControllerAgent_MissReward(Clone),1,4,8,0,0
725,TestTotalAgent_Origin(Clone),0,0,11,4,1
726,TestControllerAgent_MissReward(Clone),1,4,7,0,0
726,TestTotalAgent_Origin(Clone),0,0,11,4,1
727,TestControllerAgent_MissReward(Clone),1,4,14,1,0
727,TestTotalAgent_Origin(Clone),0,1,16,4,1
728,TestControllerAgent_MissReward(Clone),1,4,7,3,0
728,TestTotalAgent_Origin(Clone),0,3,8,4,1
729,TestControllerAgent_MissReward(Clone),0,2,13,4,1
729,TestTotalAgent_Origin(Clone),1,4,12,2,0
730,TestControllerAgent_MissReward(Clone),0,0,18,4,1
730,TestTotalAgent_Origin(Clone),1,4,14,0,0
731,TestControllerAgent_MissReward(Clone),1,4,20,3,0
731,TestTotalAgent_Origin(Clone),0,3,19,4,1
732,TestControllerAgent_MissReward(Clone),1,4,16,3,0
732,TestTotalAgent_Origin(Clone),0,3,19,4,1
733,TestControllerAgent_MissReward(Clone),1,4,5,2,0
733,TestTotalAgent_Origin(Clone),0,2,6,4,1
734,TestControllerAgent_MissReward(Clone),1,4,7,1,0
734,TestTotalAgent_Origin(Clone),0,1,10,4,1
735,TestControllerAgent_MissReward(Clone),1,4,20,2,0
735,TestTotalAgent_Origin(Clone),0,2,21,4,1
736,TestControllerAgent_MissReward(Clone),1,4,7,0,0
736,TestTotalAgent_Origin(Clone),0,0,10,4,1
737,TestControllerAgent_MissReward(Clone),1,4,8,0,0
737,TestTotalAgent_Origin(Clone),0,0,12,4,1
738,TestControllerAgent_MissReward(Clone),1,4,10,0,0
738,TestTotalAgent_Origin(Clone),0,0,13,4,1
739,TestControllerAgent_MissReward(Clone),0,0,15,4,1
739,TestTotalAgent_Origin(Clone),1,4,22,0,0
740,TestControllerAgent_MissReward(Clone),1,4,7,0,0
740,TestTotalAgent_Origin(Clone),0,0,9,4,1
741,TestControllerAgent_MissReward(Clone),1,4,9,1,0
741,TestTotalAgent_Origin(Clone),0,1,12,4,1
742,TestControllerAgent_MissReward(Clone),1,4,9,1,0
742,TestTotalAgent_Origin(Clone),0,1,11,4,1
743,TestControllerAgent_MissReward(Clone),0,0,18,4,1
743,TestTotalAgent_Origin(Clone),1,4,16,0,0
744,TestControllerAgent_MissReward(Clone),0,3,19,4,1
744,TestTotalAgent_Origin(Clone),1,4,17,3,0
745,TestControllerAgent_MissReward(Clone),0,1,18,4,1
745,TestTotalAgent_Origin(Clone),1,4,15,1,0
746,TestControllerAgent_MissReward(Clone),1,4,13,3,0
746,TestTotalAgent_Origin(Clone),0,3,12,4,1
747,TestControllerAgent_MissReward(Clone),0,0,26,4,1
747,TestTotalAgent_Origin(Clone),1,4,24,0,0
748,TestControllerAgent_MissReward(Clone),1,4,10,0,0
748,TestTotalAgent_Origin(Clone),0,0,13,4,1
749,TestControllerAgent_MissReward(Clone),1,4,7,0,0
749,TestTotalAgent_Origin(Clone),0,0,10,4,1
750,TestControllerAgent_MissReward(Clone),1,4,7,2,0
750,TestTotalAgent_Origin(Clone),0,2,9,4,1
751,TestControllerAgent_MissReward(Clone),1,4,11,0,0
751,TestTotalAgent_Origin(Clone),0,0,14,4,1
752,TestControllerAgent_MissReward(Clone),1,4,9,0,0
752,TestTotalAgent_Origin(Clone),0,0,12,4,1
753,TestControllerAgent_MissReward(Clone),0,0,7,4,1
753,TestTotalAgent_Origin(Clone),1,4,12,0,0
754,TestControllerAgent_MissReward(Clone),1,4,6,0,0
754,TestTotalAgent_Origin(Clone),0,0,8,4,1
755,TestControllerAgent_MissReward(Clone),1,4,23,1,0
755,TestTotalAgent_Origin(Clone),0,1,27,4,1
756,TestControllerAgent_MissReward(Clone),1,4,16,0,0
756,TestTotalAgent_Origin(Clone),0,0,19,4,1
757,TestControllerAgent_MissReward(Clone),1,4,19,0,0
757,TestTotalAgent_Origin(Clone),0,0,22,4,1
758,TestControllerAgent_MissReward(Clone),1,4,8,0,0
758,TestTotalAgent_Origin(Clone),0,0,12,4,1
759,TestControllerAgent_MissReward(Clone),1,4,5,1,0
759,TestTotalAgent_Origin(Clone),0,1,7,4,1
760,TestControllerAgent_MissReward(Clone),1,4,6,0,0
760,TestTotalAgent_Origin(Clone),0,0,10,4,1
761,TestControllerAgent_MissReward(Clone),0,1,32,4,1
761,TestTotalAgent_Origin(Clone),1,4,30,1,0
762,TestControllerAgent_MissReward(Clone),1,4,10,0,0
762,TestTotalAgent_Origin(Clone),0,0,13,4,1
763,TestControllerAgent_MissReward(Clone),1,4,25,0,0
763,TestTotalAgent_Origin(Clone),0,0,28,4,1
764,TestControllerAgent_MissReward(Clone),1,4,21,3,0
764,TestTotalAgent_Origin(Clone),0,3,21,4,1
765,TestControllerAgent_MissReward(Clone),1,4,7,1,0
765,TestTotalAgent_Origin(Clone),0,1,10,4,1
766,TestControllerAgent_MissReward(Clone),1,4,11,1,0
766,TestTotalAgent_Origin(Clone),0,1,13,4,1
767,TestControllerAgent_MissReward(Clone),0,3,19,4,1
767,TestTotalAgent_Origin(Clone),1,4,19,3,0
768,TestControllerAgent_MissReward(Clone),1,4,11,1,0
768,TestTotalAgent_Origin(Clone),0,1,13,4,1
769,TestControllerAgent_MissReward(Clone),0,0,23,4,1
769,TestTotalAgent_Origin(Clone),1,4,26,0,0
770,TestControllerAgent_MissReward(Clone),0,0,14,4,1
770,TestTotalAgent_Origin(Clone),1,4,11,0,0
771,TestControllerAgent_MissReward(Clone),1,4,9,1,0
771,TestTotalAgent_Origin(Clone),0,1,10,4,1
772,TestControllerAgent_MissReward(Clone),1,4,6,2,0
772,TestTotalAgent_Origin(Clone),0,2,8,4,1
773,TestControllerAgent_MissReward(Clone),1,4,24,0,0
773,TestTotalAgent_Origin(Clone),0,0,26,4,1
774,TestControllerAgent_MissReward(Clone),0,0,15,4,1
774,TestTotalAgent_Origin(Clone),1,4,12,0,0
775,TestControllerAgent_MissReward(Clone),1,4,20,0,0
775,TestTotalAgent_Origin(Clone),0,0,23,4,1
776,TestControllerAgent_MissReward(Clone),1,4,5,0,0
776,TestTotalAgent_Origin(Clone),0,0,8,4,1
777,TestControllerAgent_MissReward(Clone),0,0,21,4,1
777,TestTotalAgent_Origin(Clone),1,4,18,0,0
778,TestControllerAgent_MissReward(Clone),0,3,29,4,1
778,TestTotalAgent_Origin(Clone),1,4,27,3,0
779,TestControllerAgent_MissReward(Clone),1,4,15,1,0
779,TestTotalAgent_Origin(Clone),0,1,16,4,1
780,TestControllerAgent_MissReward(Clone),1,4,19,0,0
780,TestTotalAgent_Origin(Clone),0,0,23,4,1
781,TestControllerAgent_MissReward(Clone),1,4,6,0,0
781,TestTotalAgent_Origin(Clone),0,0,9,4,1
782,TestControllerAgent_MissReward(Clone),1,4,19,0,0
782,TestTotalAgent_Origin(Clone),0,0,22,4,1
783,TestControllerAgent_MissReward(Clone),1,4,16,1,0
783,TestTotalAgent_Origin(Clone),0,1,19,4,1
784,TestControllerAgent_MissReward(Clone),1,4,9,0,0
784,TestTotalAgent_Origin(Clone),0,0,12,4,1
785,TestControllerAgent_MissReward(Clone),1,4,11,0,0
785,TestTotalAgent_Origin(Clone),0,0,15,4,1
786,TestControllerAgent_MissReward(Clone),1,4,8,0,0
786,TestTotalAgent_Origin(Clone),0,0,11,4,1
787,TestControllerAgent_MissReward(Clone),1,4,11,1,0
787,TestTotalAgent_Origin(Clone),0,1,14,4,1
788,TestControllerAgent_MissReward(Clone),1,4,40,1,0
788,TestTotalAgent_Origin(Clone),0,1,57,4,1
789,TestControllerAgent_MissReward(Clone),1,4,8,1,0
789,TestTotalAgent_Origin(Clone),0,1,11,4,1
790,TestControllerAgent_MissReward(Clone),1,4,19,3,0
790,TestTotalAgent_Origin(Clone),0,3,22,4,1
791,TestControllerAgent_MissReward(Clone),1,4,13,0,0
791,TestTotalAgent_Origin(Clone),0,0,16,4,1
792,TestControllerAgent_MissReward(Clone),0,1,23,4,1
792,TestTotalAgent_Origin(Clone),1,4,25,1,0
793,TestControllerAgent_MissReward(Clone),1,4,5,0,0
793,TestTotalAgent_Origin(Clone),0,0,8,4,1
794,TestControllerAgent_MissReward(Clone),1,4,21,1,0
794,TestTotalAgent_Origin(Clone),0,1,23,4,1
795,TestControllerAgent_MissReward(Clone),1,4,8,0,0
795,TestTotalAgent_Origin(Clone),0,0,12,4,1
796,TestControllerAgent_MissReward(Clone),1,4,7,1,0
796,TestTotalAgent_Origin(Clone),0,1,10,4,1
797,TestControllerAgent_MissReward(Clone),1,4,8,1,0
797,TestTotalAgent_Origin(Clone),0,1,10,4,1
798,TestControllerAgent_MissReward(Clone),1,4,9,0,0
798,TestTotalAgent_Origin(Clone),0,0,13,4,1
799,TestControllerAgent_MissReward(Clone),1,4,8,2,0
799,TestTotalAgent_Origin(Clone),0,2,9,4,1
800,TestControllerAgent_MissReward(Clone),1,4,12,2,0
800,TestTotalAgent_Origin(Clone),0,2,14,4,1
801,TestControllerAgent_MissReward(Clone),1,4,16,0,0
801,TestTotalAgent_Origin(Clone),0,0,19,4,1
802,TestControllerAgent_MissReward(Clone),1,4,8,2,0
802,TestTotalAgent_Origin(Clone),0,2,9,4,1
803,TestControllerAgent_MissReward(Clone),0,0,24,4,1
803,TestTotalAgent_Origin(Clone),1,4,21,0,0
804,TestControllerAgent_MissReward(Clone),1,4,13,1,0
804,TestTotalAgent_Origin(Clone),0,1,17,4,1
805,TestControllerAgent_MissReward(Clone),1,4,16,3,0
805,TestTotalAgent_Origin(Clone),0,3,16,4,1
806,TestControllerAgent_MissReward(Clone),1,4,18,3,0
806,TestTotalAgent_Origin(Clone),0,3,25,4,1
807,TestControllerAgent_MissReward(Clone),1,4,18,1,0
807,TestTotalAgent_Origin(Clone),0,1,20,4,1
808,TestControllerAgent_MissReward(Clone),1,4,10,2,0
808,TestTotalAgent_Origin(Clone),0,2,12,4,1
809,TestControllerAgent_MissReward(Clone),1,4,22,0,0
809,TestTotalAgent_Origin(Clone),0,0,29,4,1
810,TestControllerAgent_MissReward(Clone),1,4,10,0,0
810,TestTotalAgent_Origin(Clone),0,0,14,4,1
811,TestControllerAgent_MissReward(Clone),1,4,6,0,0
811,TestTotalAgent_Origin(Clone),0,0,9,4,1
812,TestControllerAgent_MissReward(Clone),1,4,25,2,0
812,TestTotalAgent_Origin(Clone),0,2,26,4,1
813,TestControllerAgent_MissReward(Clone),0,0,18,4,1
813,TestTotalAgent_Origin(Clone),1,4,15,0,0
814,TestControllerAgent_MissReward(Clone),1,4,34,2,0
814,TestTotalAgent_Origin(Clone),0,2,33,4,1
815,TestControllerAgent_MissReward(Clone),1,4,6,0,0
815,TestTotalAgent_Origin(Clone),0,0,9,4,1
816,TestControllerAgent_MissReward(Clone),1,4,6,1,0
816,TestTotalAgent_Origin(Clone),0,1,9,4,1
817,TestControllerAgent_MissReward(Clone),1,4,6,1,0
817,TestTotalAgent_Origin(Clone),0,1,8,4,1
818,TestControllerAgent_MissReward(Clone),1,4,14,0,0
818,TestTotalAgent_Origin(Clone),0,0,18,4,1
819,TestControllerAgent_MissReward(Clone),1,4,9,1,0
819,TestTotalAgent_Origin(Clone),0,1,11,4,1
820,TestControllerAgent_MissReward(Clone),1,4,5,0,0
820,TestTotalAgent_Origin(Clone),0,0,9,4,1
821,TestControllerAgent_MissReward(Clone),0,0,28,4,1
821,TestTotalAgent_Origin(Clone),1,4,25,0,0
822,TestControllerAgent_MissReward(Clone),1,4,15,2,0
822,TestTotalAgent_Origin(Clone),0,2,15,4,1
823,TestControllerAgent_MissReward(Clone),1,4,9,1,0
823,TestTotalAgent_Origin(Clone),0,1,11,4,1
824,TestControllerAgent_MissReward(Clone),1,4,15,2,0
824,TestTotalAgent_Origin(Clone),0,2,22,4,1
825,TestControllerAgent_MissReward(Clone),1,4,22,1,0
825,TestTotalAgent_Origin(Clone),0,1,24,4,1
826,TestControllerAgent_MissReward(Clone),1,4,6,1,0
826,TestTotalAgent_Origin(Clone),0,1,9,4,1
827,TestControllerAgent_MissReward(Clone),1,4,14,0,0
827,TestTotalAgent_Origin(Clone),0,0,16,4,1
828,TestControllerAgent_MissReward(Clone),0,1,16,4,1
828,TestTotalAgent_Origin(Clone),1,4,15,1,0
829,TestControllerAgent_MissReward(Clone),1,4,12,1,0
829,TestTotalAgent_Origin(Clone),0,1,14,4,1
830,TestControllerAgent_MissReward(Clone),1,4,16,2,0
830,TestTotalAgent_Origin(Clone),0,2,17,4,1
831,TestControllerAgent_MissReward(Clone),1,4,6,1,0
831,TestTotalAgent_Origin(Clone),0,1,9,4,1
832,TestControllerAgent_MissReward(Clone),1,4,8,0,0
832,TestTotalAgent_Origin(Clone),0,0,11,4,1
833,TestControllerAgent_MissReward(Clone),1,4,8,0,0
833,TestTotalAgent_Origin(Clone),0,0,12,4,1
834,TestControllerAgent_MissReward(Clone),1,4,16,2,0
834,TestTotalAgent_Origin(Clone),0,2,18,4,1
835,TestControllerAgent_MissReward(Clone),0,0,33,4,1
835,TestTotalAgent_Origin(Clone),1,4,29,0,0
836,TestControllerAgent_MissReward(Clone),0,0,22,4,1
836,TestTotalAgent_Origin(Clone),1,4,19,0,0
837,TestControllerAgent_MissReward(Clone),1,4,9,0,0
837,TestTotalAgent_Origin(Clone),0,0,12,4,1
838,TestControllerAgent_MissReward(Clone),1,4,29,2,0
838,TestTotalAgent_Origin(Clone),0,2,30,4,1
839,TestControllerAgent_MissReward(Clone),1,4,6,1,0
839,TestTotalAgent_Origin(Clone),0,1,9,4,1
840,TestControllerAgent_MissReward(Clone),1,4,6,0,0
840,TestTotalAgent_Origin(Clone),0,0,9,4,1
841,TestControllerAgent_MissReward(Clone),1,4,7,0,0
841,TestTotalAgent_Origin(Clone),0,0,11,4,1
842,TestControllerAgent_MissReward(Clone),1,4,15,3,0
842,TestTotalAgent_Origin(Clone),0,3,16,4,1
843,TestControllerAgent_MissReward(Clone),1,4,9,0,0
843,TestTotalAgent_Origin(Clone),0,0,12,4,1
844,TestControllerAgent_MissReward(Clone),1,4,10,1,0
844,TestTotalAgent_Origin(Clone),0,1,13,4,1
845,TestControllerAgent_MissReward(Clone),1,4,18,2,0
845,TestTotalAgent_Origin(Clone),0,2,25,4,1
846,TestControllerAgent_MissReward(Clone),1,4,9,2,0
846,TestTotalAgent_Origin(Clone),0,2,10,4,1
847,TestControllerAgent_MissReward(Clone),1,4,11,3,0
847,TestTotalAgent_Origin(Clone),0,3,12,4,1
848,TestControllerAgent_MissReward(Clone),0,0,30,4,1
848,TestTotalAgent_Origin(Clone),1,4,27,0,0
849,TestControllerAgent_MissReward(Clone),1,4,4,0,0
849,TestTotalAgent_Origin(Clone),0,0,7,4,1
850,TestControllerAgent_MissReward(Clone),1,4,23,0,0
850,TestTotalAgent_Origin(Clone),0,0,28,4,1
851,TestControllerAgent_MissReward(Clone),1,4,11,2,0
851,TestTotalAgent_Origin(Clone),0,2,13,4,1
852,TestControllerAgent_MissReward(Clone),0,1,14,4,1
852,TestTotalAgent_Origin(Clone),1,4,12,1,0
853,TestControllerAgent_MissReward(Clone),1,4,7,2,0
853,TestTotalAgent_Origin(Clone),0,2,7,4,1
854,TestControllerAgent_MissReward(Clone),1,4,8,0,0
854,TestTotalAgent_Origin(Clone),0,0,12,4,1
855,TestControllerAgent_MissReward(Clone),1,4,17,1,0
855,TestTotalAgent_Origin(Clone),0,1,19,4,1
856,TestControllerAgent_MissReward(Clone),1,4,16,0,0
856,TestTotalAgent_Origin(Clone),0,0,19,4,1
857,TestControllerAgent_MissReward(Clone),1,4,17,1,0
857,TestTotalAgent_Origin(Clone),0,1,19,4,1
858,TestControllerAgent_MissReward(Clone),1,4,8,1,0
858,TestTotalAgent_Origin(Clone),0,1,11,4,1
859,TestControllerAgent_MissReward(Clone),1,4,5,1,0
859,TestTotalAgent_Origin(Clone),0,1,8,4,1
860,TestControllerAgent_MissReward(Clone),1,4,7,2,0
860,TestTotalAgent_Origin(Clone),0,2,8,4,1
861,TestControllerAgent_MissReward(Clone),1,4,22,2,0
861,TestTotalAgent_Origin(Clone),0,2,23,4,1
862,TestControllerAgent_MissReward(Clone),1,4,10,2,0
862,TestTotalAgent_Origin(Clone),0,2,12,4,1
863,TestControllerAgent_MissReward(Clone),1,4,15,2,0
863,TestTotalAgent_Origin(Clone),0,2,18,4,1
864,TestControllerAgent_MissReward(Clone),1,4,8,1,0
864,TestTotalAgent_Origin(Clone),0,1,11,4,1
865,TestControllerAgent_MissReward(Clone),1,4,9,0,0
865,TestTotalAgent_Origin(Clone),0,0,12,4,1
866,TestControllerAgent_MissReward(Clone),1,4,5,0,0
866,TestTotalAgent_Origin(Clone),0,0,9,4,1
867,TestControllerAgent_MissReward(Clone),1,4,11,2,0
867,TestTotalAgent_Origin(Clone),0,2,12,4,1
868,TestControllerAgent_MissReward(Clone),1,4,23,0,0
868,TestTotalAgent_Origin(Clone),0,0,28,4,1
869,TestControllerAgent_MissReward(Clone),1,4,11,3,0
869,TestTotalAgent_Origin(Clone),0,3,11,4,1
870,TestControllerAgent_MissReward(Clone),1,4,31,0,0
870,TestTotalAgent_Origin(Clone),0,0,34,4,1
871,TestControllerAgent_MissReward(Clone),1,4,9,1,0
871,TestTotalAgent_Origin(Clone),0,1,11,4,1
872,TestControllerAgent_MissReward(Clone),1,4,3,0,0
872,TestTotalAgent_Origin(Clone),0,0,6,4,1
873,TestControllerAgent_MissReward(Clone),1,4,25,2,0
873,TestTotalAgent_Origin(Clone),0,2,34,4,1
874,TestControllerAgent_MissReward(Clone),1,4,11,0,0
874,TestTotalAgent_Origin(Clone),0,0,14,4,1
875,TestControllerAgent_MissReward(Clone),0,0,14,4,1
875,TestTotalAgent_Origin(Clone),1,4,15,0,0
876,TestControllerAgent_MissReward(Clone),1,4,7,0,0
876,TestTotalAgent_Origin(Clone),0,0,10,4,1
877,TestControllerAgent_MissReward(Clone),1,4,22,1,0
877,TestTotalAgent_Origin(Clone),0,1,27,4,1
878,TestControllerAgent_MissReward(Clone),1,4,23,0,0
878,TestTotalAgent_Origin(Clone),0,0,26,4,1
879,TestControllerAgent_MissReward(Clone),0,0,11,4,1
879,TestTotalAgent_Origin(Clone),1,4,8,0,0
880,TestControllerAgent_MissReward(Clone),0,1,19,4,1
880,TestTotalAgent_Origin(Clone),1,4,16,1,0
881,TestControllerAgent_MissReward(Clone),1,4,10,1,0
881,TestTotalAgent_Origin(Clone),0,1,11,4,1
882,TestControllerAgent_MissReward(Clone),1,4,14,0,0
882,TestTotalAgent_Origin(Clone),0,0,18,4,1
883,TestControllerAgent_MissReward(Clone),1,4,7,1,0
883,TestTotalAgent_Origin(Clone),0,1,9,4,1
884,TestControllerAgent_MissReward(Clone),1,4,16,2,0
884,TestTotalAgent_Origin(Clone),0,2,17,4,1
885,TestControllerAgent_MissReward(Clone),1,4,15,1,0
885,TestTotalAgent_Origin(Clone),0,1,17,4,1
886,TestControllerAgent_MissReward(Clone),1,4,17,1,0
886,TestTotalAgent_Origin(Clone),0,1,19,4,1
887,TestControllerAgent_MissReward(Clone),0,2,26,4,1
887,TestTotalAgent_Origin(Clone),1,4,28,2,0
888,TestControllerAgent_MissReward(Clone),1,4,19,0,0
888,TestTotalAgent_Origin(Clone),0,0,22,4,1
889,TestControllerAgent_MissReward(Clone),1,4,10,1,0
889,TestTotalAgent_Origin(Clone),0,1,12,4,1
890,TestControllerAgent_MissReward(Clone),1,4,6,0,0
890,TestTotalAgent_Origin(Clone),0,0,9,4,1
891,TestControllerAgent_MissReward(Clone),1,4,6,0,0
891,TestTotalAgent_Origin(Clone),0,0,10,4,1
892,TestControllerAgent_MissReward(Clone),1,4,4,0,0
892,TestTotalAgent_Origin(Clone),0,0,8,4,1
893,TestControllerAgent_MissReward(Clone),1,4,18,2,0
893,TestTotalAgent_Origin(Clone),0,2,19,4,1
894,TestControllerAgent_MissReward(Clone),1,4,18,2,0
894,TestTotalAgent_Origin(Clone),0,2,20,4,1
895,TestControllerAgent_MissReward(Clone),1,4,7,1,0
895,TestTotalAgent_Origin(Clone),0,1,9,4,1
896,TestControllerAgent_MissReward(Clone),1,4,6,0,0
896,TestTotalAgent_Origin(Clone),0,0,10,4,1
897,TestControllerAgent_MissReward(Clone),1,4,4,1,0
897,TestTotalAgent_Origin(Clone),0,1,6,4,1
898,TestControllerAgent_MissReward(Clone),1,4,8,1,0
898,TestTotalAgent_Origin(Clone),0,1,11,4,1
899,TestControllerAgent_MissReward(Clone),1,4,9,2,0
899,TestTotalAgent_Origin(Clone),0,2,10,4,1
900,TestControllerAgent_MissReward(Clone),1,4,14,0,0
900,TestTotalAgent_Origin(Clone),0,0,18,4,1
901,TestControllerAgent_MissReward(Clone),1,4,13,0,0
901,TestTotalAgent_Origin(Clone),0,0,16,4,1
902,TestControllerAgent_MissReward(Clone),0,3,11,4,1
902,TestTotalAgent_Origin(Clone),1,4,11,3,0
903,TestControllerAgent_MissReward(Clone),1,4,17,3,0
903,TestTotalAgent_Origin(Clone),0,3,16,4,1
904,TestControllerAgent_MissReward(Clone),1,4,8,1,0
904,TestTotalAgent_Origin(Clone),0,1,11,4,1
905,TestControllerAgent_MissReward(Clone),1,4,5,0,0
905,TestTotalAgent_Origin(Clone),0,0,8,4,1
906,TestControllerAgent_MissReward(Clone),1,4,17,0,0
906,TestTotalAgent_Origin(Clone),0,0,21,4,1
907,TestControllerAgent_MissReward(Clone),1,4,17,3,0
907,TestTotalAgent_Origin(Clone),0,3,17,4,1
908,TestControllerAgent_MissReward(Clone),1,4,26,2,0
908,TestTotalAgent_Origin(Clone),0,2,27,4,1
909,TestControllerAgent_MissReward(Clone),1,4,7,0,0
909,TestTotalAgent_Origin(Clone),0,0,10,4,1
910,TestControllerAgent_MissReward(Clone),1,4,9,2,0
910,TestTotalAgent_Origin(Clone),0,2,11,4,1
911,TestControllerAgent_MissReward(Clone),1,4,7,0,0
911,TestTotalAgent_Origin(Clone),0,0,10,4,1
912,TestControllerAgent_MissReward(Clone),1,4,8,1,0
912,TestTotalAgent_Origin(Clone),0,1,11,4,1
913,TestControllerAgent_MissReward(Clone),1,4,10,1,0
913,TestTotalAgent_Origin(Clone),0,1,13,4,1
914,TestControllerAgent_MissReward(Clone),1,4,8,1,0
914,TestTotalAgent_Origin(Clone),0,1,10,4,1
915,TestControllerAgent_MissReward(Clone),1,4,20,3,0
915,TestTotalAgent_Origin(Clone),0,3,20,4,1
916,TestControllerAgent_MissReward(Clone),1,4,24,3,0
916,TestTotalAgent_Origin(Clone),0,3,24,4,1
917,TestControllerAgent_MissReward(Clone),1,4,8,1,0
917,TestTotalAgent_Origin(Clone),0,1,11,4,1
918,TestControllerAgent_MissReward(Clone),1,4,12,2,0
918,TestTotalAgent_Origin(Clone),0,2,13,4,1
919,TestControllerAgent_MissReward(Clone),1,4,7,1,0
919,TestTotalAgent_Origin(Clone),0,1,10,4,1
920,TestControllerAgent_MissReward(Clone),1,4,7,0,0
920,TestTotalAgent_Origin(Clone),0,0,11,4,1
921,TestControllerAgent_MissReward(Clone),1,4,17,2,0
921,TestTotalAgent_Origin(Clone),0,2,18,4,1
922,TestControllerAgent_MissReward(Clone),1,4,4,0,0
922,TestTotalAgent_Origin(Clone),0,0,7,4,1
923,TestControllerAgent_MissReward(Clone),1,4,9,2,0
923,TestTotalAgent_Origin(Clone),0,2,10,4,1
924,TestControllerAgent_MissReward(Clone),1,4,13,2,0
924,TestTotalAgent_Origin(Clone),0,2,15,4,1
925,TestControllerAgent_MissReward(Clone),1,4,8,1,0
925,TestTotalAgent_Origin(Clone),0,1,17,4,1
926,TestControllerAgent_MissReward(Clone),1,4,7,1,0
926,TestTotalAgent_Origin(Clone),0,1,10,4,1
927,TestControllerAgent_MissReward(Clone),1,4,6,2,0
927,TestTotalAgent_Origin(Clone),0,2,7,4,1
928,TestControllerAgent_MissReward(Clone),1,4,9,1,0
928,TestTotalAgent_Origin(Clone),0,1,12,4,1
929,TestControllerAgent_MissReward(Clone),1,4,5,1,0
929,TestTotalAgent_Origin(Clone),0,1,7,4,1
930,TestControllerAgent_MissReward(Clone),1,4,12,2,0
930,TestTotalAgent_Origin(Clone),0,2,14,4,1
931,TestControllerAgent_MissReward(Clone),1,4,19,2,0
931,TestTotalAgent_Origin(Clone),0,2,20,4,1
932,TestControllerAgent_MissReward(Clone),1,4,14,0,0
932,TestTotalAgent_Origin(Clone),0,0,18,4,1
933,TestControllerAgent_MissReward(Clone),0,0,26,4,1
933,TestTotalAgent_Origin(Clone),1,4,21,0,0
934,TestControllerAgent_MissReward(Clone),1,4,7,1,0
934,TestTotalAgent_Origin(Clone),0,1,9,4,1
935,TestControllerAgent_MissReward(Clone),1,4,13,0,0
935,TestTotalAgent_Origin(Clone),0,0,16,4,1
936,TestControllerAgent_MissReward(Clone),1,4,12,0,0
936,TestTotalAgent_Origin(Clone),0,0,16,4,1
937,TestControllerAgent_MissReward(Clone),1,4,13,1,0
937,TestTotalAgent_Origin(Clone),0,1,15,4,1
938,TestControllerAgent_MissReward(Clone),1,4,6,0,0
938,TestTotalAgent_Origin(Clone),0,0,10,4,1
939,TestControllerAgent_MissReward(Clone),1,4,4,0,0
939,TestTotalAgent_Origin(Clone),0,0,7,4,1
940,TestControllerAgent_MissReward(Clone),1,4,9,0,0
