열1,열2,열3,열4,열5,열6,열7,열8
117,TestControllerAgent_Origin(Clone),1,4,6,0,0,5.472751
117,TestTotalAgent_MissReward(Clone),0,0,10,4,1,2382.725
118,TestControllerAgent_Origin(Clone),1,4,46,1,0,26.46287
118,TestTotalAgent_MissReward(Clone),0,1,49,4,1,2409.188
119,TestControllerAgent_Origin(Clone),1,4,40,1,0,22.77047
119,TestTotalAgent_MissReward(Clone),0,1,43,4,1,2431.958
120,TestControllerAgent_Origin(Clone),1,4,20,0,0,12.93501
120,TestTotalAgent_MissReward(Clone),0,0,25,4,1,2444.894
121,TestControllerAgent_Origin(Clone),1,4,58,0,0,33.49589
121,TestTotalAgent_MissReward(Clone),0,0,66,4,1,2478.39
122,TestControllerAgent_Origin(Clone),1,4,30,0,0,17.78804
122,TestTotalAgent_MissReward(Clone),0,0,34,4,1,2496.178
123,TestControllerAgent_Origin(Clone),1,4,12,0,0,8.278712
123,TestTotalAgent_MissReward(Clone),0,0,17,4,1,2504.457
124,TestControllerAgent_Origin(Clone),1,4,12,1,0,8.627797
124,TestTotalAgent_MissReward(Clone),0,1,15,4,1,2513.086
125,TestControllerAgent_Origin(Clone),1,4,98,2,0,52.48637
125,TestTotalAgent_MissReward(Clone),0,2,97,4,1,2565.571
126,TestControllerAgent_Origin(Clone),1,4,27,0,0,17.1768
126,TestTotalAgent_MissReward(Clone),0,0,32,4,1,2582.748
127,TestControllerAgent_Origin(Clone),1,4,17,1,0,11.37421
127,TestTotalAgent_MissReward(Clone),0,1,20,4,1,2594.122
128,TestControllerAgent_Origin(Clone),1,4,24,1,0,14.82868
128,TestTotalAgent_MissReward(Clone),0,1,27,4,1,2608.951
129,TestControllerAgent_Origin(Clone),1,4,6,1,0,4.958885
129,TestTotalAgent_MissReward(Clone),0,1,9,4,1,2613.91
130,TestControllerAgent_Origin(Clone),1,4,4,1,0,4.04156
130,TestTotalAgent_MissReward(Clone),0,1,6,4,1,2617.952
131,TestControllerAgent_Origin(Clone),1,4,26,3,0,16.60619
131,TestTotalAgent_MissReward(Clone),0,3,28,4,1,2634.558
132,TestControllerAgent_Origin(Clone),1,4,19,0,0,13.63297
132,TestTotalAgent_MissReward(Clone),0,0,27,4,1,2648.19
133,TestControllerAgent_Origin(Clone),1,4,11,3,0,7.52871
133,TestTotalAgent_MissReward(Clone),0,3,11,4,1,2655.719
134,TestControllerAgent_Origin(Clone),1,4,21,1,0,13.11204
134,TestTotalAgent_MissReward(Clone),0,1,24,4,1,2668.831
135,TestControllerAgent_Origin(Clone),1,4,19,2,0,12.49158
135,TestTotalAgent_MissReward(Clone),0,2,22,4,1,2681.323
136,TestControllerAgent_Origin(Clone),1,4,27,0,0,16.74219
136,TestTotalAgent_MissReward(Clone),0,0,31,4,1,2698.065
137,TestControllerAgent_Origin(Clone),1,4,74,1,0,41.59386
137,TestTotalAgent_MissReward(Clone),0,1,79,4,1,2739.659
138,TestControllerAgent_Origin(Clone),0,1,116,1,0,60.1254
138,TestTotalAgent_MissReward(Clone),0,1,115,1,0,2799.623
139,TestControllerAgent_Origin(Clone),0,3,9,4,1,5.935014
139,TestTotalAgent_MissReward(Clone),1,4,8,3,0,2805.718
140,TestControllerAgent_Origin(Clone),0,3,114,1,0,60.05462
140,TestTotalAgent_MissReward(Clone),0,1,114,3,0,2865.686
141,TestControllerAgent_Origin(Clone),1,4,10,0,0,7.279572
141,TestTotalAgent_MissReward(Clone),0,0,14,4,1,2873.053
142,TestControllerAgent_Origin(Clone),1,4,13,3,0,8.869188
142,TestTotalAgent_MissReward(Clone),0,3,14,4,1,2881.922
143,TestControllerAgent_Origin(Clone),1,4,47,0,0,27.07058
143,TestTotalAgent_MissReward(Clone),0,0,50,4,1,2908.994
144,TestControllerAgent_Origin(Clone),0,0,90,4,1,46.42162
144,TestTotalAgent_MissReward(Clone),1,4,86,0,0,2955.415
145,TestControllerAgent_Origin(Clone),1,4,31,1,0,18.28201
145,TestTotalAgent_MissReward(Clone),0,1,34,4,1,2973.697
146,TestControllerAgent_Origin(Clone),1,4,4,3,0,4.151772
146,TestTotalAgent_MissReward(Clone),0,3,6,4,1,2977.849
147,TestControllerAgent_Origin(Clone),1,4,13,2,0,9.220783
147,TestTotalAgent_MissReward(Clone),0,2,16,4,1,2987.069
148,TestControllerAgent_Origin(Clone),0,2,17,4,1,10.63853
148,TestTotalAgent_MissReward(Clone),1,4,16,2,0,2997.707
149,TestControllerAgent_Origin(Clone),1,4,27,0,0,16.75531
149,TestTotalAgent_MissReward(Clone),0,0,30,4,1,3014.463
150,TestControllerAgent_Origin(Clone),1,4,9,0,0,6.867559
150,TestTotalAgent_MissReward(Clone),0,0,13,4,1,3021.33
151,TestControllerAgent_Origin(Clone),1,4,19,2,0,12.33512
151,TestTotalAgent_MissReward(Clone),0,2,22,4,1,3033.666
152,TestControllerAgent_Origin(Clone),1,4,33,2,0,19.54032
152,TestTotalAgent_MissReward(Clone),0,2,36,4,1,3053.205
153,TestControllerAgent_Origin(Clone),0,2,114,1,0,60.04095
153,TestTotalAgent_MissReward(Clone),0,1,115,2,0,3113.15
154,TestControllerAgent_Origin(Clone),1,4,39,0,0,21.79734
154,TestTotalAgent_MissReward(Clone),0,0,42,4,1,3135.04
155,TestControllerAgent_Origin(Clone),1,4,84,0,0,45.19541
155,TestTotalAgent_MissReward(Clone),0,0,86,4,1,3180.236
156,TestControllerAgent_Origin(Clone),1,4,19,0,0,12.22074
156,TestTotalAgent_MissReward(Clone),0,0,24,4,1,3192.456
157,TestControllerAgent_Origin(Clone),0,3,114,1,0,60.00011
157,TestTotalAgent_MissReward(Clone),0,1,114,3,0,3252.366
158,TestControllerAgent_Origin(Clone),0,1,118,1,0,60.09809
158,TestTotalAgent_MissReward(Clone),0,1,114,1,0,3312.44
159,TestControllerAgent_Origin(Clone),1,4,5,0,0,4.530409
159,TestTotalAgent_MissReward(Clone),0,0,9,4,1,3317.084
160,TestControllerAgent_Origin(Clone),1,4,18,0,0,11.87769
160,TestTotalAgent_MissReward(Clone),0,0,23,4,1,3328.962
161,TestControllerAgent_Origin(Clone),1,4,33,3,0,19.75508
161,TestTotalAgent_MissReward(Clone),0,3,34,4,1,3348.718
162,TestControllerAgent_Origin(Clone),0,1,116,0,0,60.12005
162,TestTotalAgent_MissReward(Clone),0,0,116,1,0,3408.666
163,TestControllerAgent_Origin(Clone),1,4,12,0,0,7.963229
163,TestTotalAgent_MissReward(Clone),0,0,15,4,1,3416.801
164,TestControllerAgent_Origin(Clone),1,4,40,0,0,22.41454
164,TestTotalAgent_MissReward(Clone),0,0,43,4,1,3439.215
165,TestControllerAgent_Origin(Clone),1,4,34,0,0,20.04271
165,TestTotalAgent_MissReward(Clone),0,0,35,4,1,3459.256
166,TestControllerAgent_Origin(Clone),1,4,27,0,0,16.36169
166,TestTotalAgent_MissReward(Clone),0,0,31,4,1,3475.618
167,TestControllerAgent_Origin(Clone),1,4,19,0,0,12.03684
167,TestTotalAgent_MissReward(Clone),0,0,21,4,1,3487.655
168,TestControllerAgent_Origin(Clone),1,4,13,0,0,8.678283
168,TestTotalAgent_MissReward(Clone),0,0,16,4,1,3496.334
169,TestControllerAgent_Origin(Clone),1,4,35,0,0,20.93113
169,TestTotalAgent_MissReward(Clone),0,0,39,4,1,3517.266
170,TestControllerAgent_Origin(Clone),1,4,34,1,0,20.40272
