Outcome,Episode,Agent Name,Team ID,Kill Count,Attack Count,Miss Count,Hit Count,Death Count,Episode Play Time
Loss,766,TestTotalAgent_Origin_Team1_Agent0,1,0,1,13,4,1,6.99019
Win,767,TestControllerAgent_Origin_Team0_Agent0,0,1,4,16,1,0,9.225461
Loss,767,TestTotalAgent_Origin_Team1_Agent0,1,0,1,18,4,1,9.225461
Loss,768,TestControllerAgent_Origin_Team0_Agent0,0,0,3,36,4,1,19.32312
Win,768,TestTotalAgent_Origin_Team1_Agent0,1,1,4,34,3,0,19.32312
Win,769,TestControllerAgent_Origin_Team0_Agent0,0,1,4,45,1,0,24.67471
Loss,769,TestTotalAgent_Origin_Team1_Agent0,1,0,1,47,4,1,24.67471
Win,770,TestControllerAgent_Origin_Team0_Agent0,0,1,4,12,1,0,8.327099
Loss,770,TestTotalAgent_Origin_Team1_Agent0,1,0,1,15,4,1,8.327099
Win,771,TestControllerAgent_Origin_Team0_Agent0,0,1,4,54,1,0,29.57582
Loss,771,TestTotalAgent_Origin_Team1_Agent0,1,0,1,57,4,1,29.57582
Win,772,TestControllerAgent_Origin_Team0_Agent0,0,1,4,13,0,0,8.043254
Loss,772,TestTotalAgent_Origin_Team1_Agent0,1,0,0,16,4,1,8.043254
Win,773,TestControllerAgent_Origin_Team0_Agent0,0,1,4,18,0,0,10.54245
Loss,773,TestTotalAgent_Origin_Team1_Agent0,1,0,0,20,4,1,10.54245
Win,774,TestControllerAgent_Origin_Team0_Agent0,0,1,4,63,2,0,34.73769
Loss,774,TestTotalAgent_Origin_Team1_Agent0,1,0,2,66,4,1,34.73769
Win,775,TestControllerAgent_Origin_Team0_Agent0,0,1,4,15,1,0,9.094455
Loss,775,TestTotalAgent_Origin_Team1_Agent0,1,0,1,17,4,1,9.094455
Win,776,TestControllerAgent_Origin_Team0_Agent0,0,1,4,30,1,0,17.12631
Loss,776,TestTotalAgent_Origin_Team1_Agent0,1,0,1,32,4,1,17.12631
Win,777,TestControllerAgent_Origin_Team0_Agent0,0,1,4,17,0,0,9.988677
Loss,777,TestTotalAgent_Origin_Team1_Agent0,1,0,0,20,4,1,9.988677
Win,778,TestControllerAgent_Origin_Team0_Agent0,0,1,4,21,2,0,12.06389
Loss,778,TestTotalAgent_Origin_Team1_Agent0,1,0,2,21,4,1,12.06389
Win,779,TestControllerAgent_Origin_Team0_Agent0,0,1,4,14,0,0,8.506499
Loss,779,TestTotalAgent_Origin_Team1_Agent0,1,0,0,17,4,1,8.506499
Win,780,TestControllerAgent_Origin_Team0_Agent0,0,1,4,42,3,0,22.51091
Loss,780,TestTotalAgent_Origin_Team1_Agent0,1,0,3,41,4,1,22.51091
Win,781,TestControllerAgent_Origin_Team0_Agent0,0,1,4,16,0,0,9.47965
Loss,781,TestTotalAgent_Origin_Team1_Agent0,1,0,0,19,4,1,9.47965
Win,782,TestControllerAgent_Origin_Team0_Agent0,0,1,4,5,0,0,3.980015
Loss,782,TestTotalAgent_Origin_Team1_Agent0,1,0,0,8,4,1,3.980015
Win,783,TestControllerAgent_Origin_Team0_Agent0,0,1,4,18,3,0,10.56711
Loss,783,TestTotalAgent_Origin_Team1_Agent0,1,0,3,18,4,1,10.56711
Win,784,TestControllerAgent_Origin_Team0_Agent0,0,1,4,38,1,0,20.62421
Loss,784,TestTotalAgent_Origin_Team1_Agent0,1,0,1,40,4,1,20.62421
Win,785,TestControllerAgent_Origin_Team0_Agent0,0,1,4,19,0,0,11.03796
Loss,785,TestTotalAgent_Origin_Team1_Agent0,1,0,0,22,4,1,11.03796
Win,786,TestControllerAgent_Origin_Team0_Agent0,0,1,4,24,1,0,13.50567
Loss,786,TestTotalAgent_Origin_Team1_Agent0,1,0,1,25,4,1,13.50567
Win,787,TestControllerAgent_Origin_Team0_Agent0,0,1,4,9,0,0,6.158749
Loss,787,TestTotalAgent_Origin_Team1_Agent0,1,0,0,12,4,1,6.158749
Win,788,TestControllerAgent_Origin_Team0_Agent0,0,1,4,29,2,0,16.01986
Loss,788,TestTotalAgent_Origin_Team1_Agent0,1,0,2,30,4,1,16.01986
Win,789,TestControllerAgent_Origin_Team0_Agent0,0,1,4,20,2,0,11.4503
Loss,789,TestTotalAgent_Origin_Team1_Agent0,1,0,2,21,4,1,11.4503
Win,790,TestControllerAgent_Origin_Team0_Agent0,0,1,4,19,0,0,11.30692
Loss,790,TestTotalAgent_Origin_Team1_Agent0,1,0,0,22,4,1,11.30692
Win,791,TestControllerAgent_Origin_Team0_Agent0,0,1,4,59,1,0,31.88101
Loss,791,TestTotalAgent_Origin_Team1_Agent0,1,0,1,61,4,1,31.88101
Win,792,TestControllerAgent_Origin_Team0_Agent0,0,1,4,6,0,0,4.479285
Loss,792,TestTotalAgent_Origin_Team1_Agent0,1,0,0,9,4,1,4.479285
Win,793,TestControllerAgent_Origin_Team0_Agent0,0,1,4,23,2,0,13.82904
Loss,793,TestTotalAgent_Origin_Team1_Agent0,1,0,2,25,4,1,13.82904
Loss,794,TestControllerAgent_Origin_Team0_Agent0,0,0,2,18,4,1,10.24352
Win,794,TestTotalAgent_Origin_Team1_Agent0,1,1,4,17,2,0,10.24352
Win,795,TestControllerAgent_Origin_Team0_Agent0,0,1,4,52,0,0,28.26733
Loss,795,TestTotalAgent_Origin_Team1_Agent0,1,0,0,55,4,1,28.26733
Win,796,TestControllerAgent_Origin_Team0_Agent0,0,1,4,3,0,0,3.704569
Loss,796,TestTotalAgent_Origin_Team1_Agent0,1,0,0,8,4,1,3.704569
Win,797,TestControllerAgent_Origin_Team0_Agent0,0,1,4,40,3,0,21.63664
Loss,797,TestTotalAgent_Origin_Team1_Agent0,1,0,3,38,4,1,21.63664
Loss,798,TestControllerAgent_Origin_Team0_Agent0,0,0,2,35,4,1,19.19996
Win,798,TestTotalAgent_Origin_Team1_Agent0,1,1,4,34,2,0,19.19996
Win,799,TestControllerAgent_Origin_Team0_Agent0,0,1,4,26,1,0,14.82808
Loss,799,TestTotalAgent_Origin_Team1_Agent0,1,0,1,29,4,1,14.82808
Loss,800,TestControllerAgent_Origin_Team0_Agent0,0,0,2,27,4,1,14.11796
Win,800,TestTotalAgent_Origin_Team1_Agent0,1,1,4,24,2,0,14.11796
Loss,801,TestControllerAgent_Origin_Team0_Agent0,0,0,2,6,4,1,3.640093
Win,801,TestTotalAgent_Origin_Team1_Agent0,1,1,4,4,2,0,3.640093
Win,802,TestControllerAgent_Origin_Team0_Agent0,0,1,4,11,0,0,7.008748
Loss,802,TestTotalAgent_Origin_Team1_Agent0,1,0,0,14,4,1,7.008748
Win,803,TestControllerAgent_Origin_Team0_Agent0,0,1,4,27,1,0,15.15882
Loss,803,TestTotalAgent_Origin_Team1_Agent0,1,0,1,29,4,1,15.15882
Win,804,TestControllerAgent_Origin_Team0_Agent0,0,1,4,3,0,0,3.006982
Loss,804,TestTotalAgent_Origin_Team1_Agent0,1,0,0,6,4,1,3.006982
Win,805,TestControllerAgent_Origin_Team0_Agent0,0,1,4,33,1,0,18.39
Loss,805,TestTotalAgent_Origin_Team1_Agent0,1,0,1,35,4,1,18.39
Win,806,TestControllerAgent_Origin_Team0_Agent0,0,1,4,51,2,0,27.3553
Loss,806,TestTotalAgent_Origin_Team1_Agent0,1,0,2,51,4,1,27.3553
Win,807,TestControllerAgent_Origin_Team0_Agent0,0,1,4,63,2,0,34.17909
Loss,807,TestTotalAgent_Origin_Team1_Agent0,1,0,2,64,4,1,34.17909
Win,808,TestControllerAgent_Origin_Team0_Agent0,0,1,4,17,0,0,10.1723
Loss,808,TestTotalAgent_Origin_Team1_Agent0,1,0,0,20,4,1,10.1723
Win,809,TestControllerAgent_Origin_Team0_Agent0,0,1,4,41,1,0,22.18498
Loss,809,TestTotalAgent_Origin_Team1_Agent0,1,0,1,43,4,1,22.18498
Win,810,TestControllerAgent_Origin_Team0_Agent0,0,1,4,32,2,0,17.56222
Loss,810,TestTotalAgent_Origin_Team1_Agent0,1,0,2,33,4,1,17.56222
Win,811,TestControllerAgent_Origin_Team0_Agent0,0,1,4,25,0,0,14.03975
Loss,811,TestTotalAgent_Origin_Team1_Agent0,1,0,0,27,4,1,14.03975
Win,812,TestControllerAgent_Origin_Team0_Agent0,0,1,4,11,0,0,7.01838
Loss,812,TestTotalAgent_Origin_Team1_Agent0,1,0,0,14,4,1,7.01838
Win,813,TestControllerAgent_Origin_Team0_Agent0,0,1,4,12,0,0,7.506789
Loss,813,TestTotalAgent_Origin_Team1_Agent0,1,0,0,15,4,1,7.506789
